nose_x,nose_y,forehead_x,forehead_y,left_eye_x,left_eye_y,mouth_left_x,mouth_left_y,chin_x,chin_y,right_eye_x,right_eye_y,mouth_right_x,mouth_right_y,pitch,yaw,roll
0.5442903637886047,0.6277036070823669,0.535100519657135,0.34374403953552246,0.3669814169406891,0.47179222106933594,0.39942532777786255,0.6567614674568176,0.4819950759410858,0.7617158889770508,0.6146098375320435,0.4834888279438019,0.5507509708404541,0.6633190512657166,-0.2960333824157715,-0.4516548812389374,0.17278803884983063
0.4932572543621063,0.6284407377243042,0.42061278223991394,0.3446144461631775,0.3524322509765625,0.5198594331741333,0.46558547019958496,0.7044969201087952,0.5569676756858826,0.780680775642395,0.5974000692367554,0.4718361496925354,0.5991950631141663,0.6737517714500427,-0.12547087669372559,0.2449275702238083,-0.30202916264533997
0.561214804649353,0.6074471473693848,0.5706156492233276,0.33438700437545776,0.3945104479789734,0.47749513387680054,0.4387427568435669,0.6756653189659119,0.4936888515949249,0.7667040824890137,0.6297221183776855,0.5059481263160706,0.5608860850334167,0.6845559477806091,-0.1581655889749527,-0.42009106278419495,0.20742224156856537
,,,,,,,,,,,,,,-0.5578513145446777,-1.3307626247406006,0.5408928394317627
0.48382729291915894,0.5122792720794678,0.4617014527320862,0.3147028386592865,0.31792140007019043,0.493624746799469,0.41425490379333496,0.6676651239395142,0.515998125076294,0.7550057172775269,0.6497256755828857,0.45087701082229614,0.5930677056312561,0.6449317932128906,0.5308696627616882,0.05446010082960129,-0.0887051448225975
0.5407055616378784,0.6070751547813416,0.5736568570137024,0.3432460427284241,0.40143918991088867,0.46794626116752625,0.40836185216903687,0.653069794178009,0.4745175540447235,0.7758541703224182,0.6339360475540161,0.5073114037513733,0.5545275807380676,0.6780164241790771,-0.25083595514297485,-0.2565178871154785,0.23426805436611176
0.47487008571624756,0.6138837337493896,0.4666014611721039,0.33520764112472534,0.37679922580718994,0.49122267961502075,0.44679000973701477,0.6652864813804626,0.5175145864486694,0.7652014493942261,0.622931957244873,0.4785832166671753,0.5918877124786377,0.6576552391052246,-0.2803563177585602,0.29580286145210266,-0.1333400011062622
0.43230223655700684,0.5932164788246155,0.46518972516059875,0.3581334948539734,0.4000406861305237,0.5036453604698181,0.4371148943901062,0.6699859499931335,0.4822326898574829,0.7564257383346558,0.606352686882019,0.49587175250053406,0.5566539168357849,0.6721135377883911,-0.07663337886333466,0.6565085649490356,-0.05473356693983078
0.43783748149871826,0.6056355237960815,0.4539217948913574,0.37013667821884155,0.4360719323158264,0.5137403011322021,0.47652217745780945,0.6757915616035461,0.5093292593955994,0.7524701952934265,0.5917724967002869,0.4907197952270508,0.5613639950752258,0.6689181327819824,-0.13428594172000885,0.8447991013526917,-0.2656744718551636
0.4343521296977997,0.6176978349685669,0.4477769136428833,0.42096439003944397,0.44212162494659424,0.5357523560523987,0.47605612874031067,0.6915045976638794,0.5130142569541931,0.7655918598175049,0.5659664869308472,0.5103636384010315,0.5633800625801086,0.6785130500793457,-0.3695990741252899,1.0709235668182373,-0.35654550790786743
0.5304064154624939,0.6154434084892273,0.5121678113937378,0.38029274344444275,0.3763658404350281,0.5129929184913635,0.4360772669315338,0.6984581351280212,0.5221490859985352,0.7848646640777588,0.6286366581916809,0.4906347393989563,0.5907027721405029,0.6843228340148926,-0.1170274093747139,-0.20501892268657684,0.006838977802544832
0.5839648842811584,0.5899657011032104,0.5459643006324768,0.380778431892395,0.4247516989707947,0.5028902888298035,0.46669700741767883,0.6733932495117188,0.5312460064888,0.750786542892456,0.5902674794197083,0.5027987957000732,0.5613675117492676,0.6732287406921387,-0.26320013403892517,-0.9542689919471741,0.3716149926185608
0.4836121201515198,0.6077839732170105,0.5490955114364624,0.361494779586792,0.3944585621356964,0.47485825419425964,0.3987618088722229,0.6435467600822449,0.4541565179824829,0.7679175734519958,0.6525992155075073,0.5151128172874451,0.5543003678321838,0.6803950667381287,-0.017244502902030945,0.2902497947216034,0.2986980080604553
0.5404039025306702,0.6064890027046204,0.4521934986114502,0.3380320072174072,0.35160186886787415,0.5144948363304138,0.45695847272872925,0.6925255060195923,0.572382926940918,0.7982555031776428,0.6216806173324585,0.4763857126235962,0.6295250058174133,0.6622295379638672,-0.09234678745269775,-0.08719658106565475,-0.3230871260166168
0.5046039819717407,0.6211254000663757,0.5161460638046265,0.30360525846481323,0.3477732539176941,0.4665043354034424,0.4246498942375183,0.6909953951835632,0.49121010303497314,0.7935349345207214,0.6539150476455688,0.4742729663848877,0.5670452117919922,0.6971625685691833,-0.20589344203472137,-0.023188039660453796,0.01615624502301216
0.5610875487327576,0.6167117953300476,0.5049532055854797,0.2947944402694702,0.33745497465133667,0.4859883487224579,0.436756432056427,0.7080490589141846,0.5232909917831421,0.7884554862976074,0.6228891611099243,0.4494961202144623,0.579990029335022,0.6782218217849731,-0.38753461837768555,-0.4507790207862854,-0.023546671494841576
0.44828689098358154,0.6161553859710693,0.4614154100418091,0.3433498442173004,0.3152524530887604,0.5146328210830688,0.37236422300338745,0.7176234126091003,0.43992137908935547,0.8132458925247192,0.597476601600647,0.5219274163246155,0.5024499893188477,0.7362754344940186,0.8209421634674072,1.3456162214279175,0.824062705039978
0.6142879128456116,0.5768631100654602,0.4758965075016022,0.35644346475601196,0.39711853861808777,0.5024293065071106,0.5105531811714172,0.6833817958831787,0.6048815846443176,0.7550488710403442,0.5537174940109253,0.4829762578010559,0.5983059406280518,0.6607580184936523,0.4344892203807831,-0.9734672904014587,-0.20834733545780182
0.5883437395095825,0.6069754958152771,0.5603513121604919,0.35522645711898804,0.4227694272994995,0.4873770475387573,0.4526938796043396,0.6826688051223755,0.5069764256477356,0.7610924243927002,0.574790358543396,0.4824174642562866,0.5431756973266602,0.6803555488586426,-0.2511030435562134,-1.0245451927185059,0.230087548494339
0.5021257400512695,0.5174310803413391,0.48904961347579956,0.3100637197494507,0.3395802080631256,0.46211615204811096,0.41886812448501587,0.6690338850021362,0.5130907893180847,0.7523179650306702,0.6440474987030029,0.4534454941749573,0.5950263142585754,0.6589655876159668,0.5503219366073608,0.05812406167387962,-0.027589330449700356
0.5084960460662842,0.6137948036193848,0.5238704681396484,0.3166479468345642,0.3513652980327606,0.4599684476852417,0.4121735990047455,0.6930763125419617,0.49115657806396484,0.7885838150978088,0.6598520278930664,0.4799864888191223,0.5810272097587585,0.7011235356330872,-0.2544730305671692,-0.04113851487636566,0.0663275495171547
0.5885694622993469,0.6038462519645691,0.6043798327445984,0.3606344759464264,0.45117104053497314,0.48251503705978394,0.46109700202941895,0.6648943424224854,0.5076591968536377,0.7563580870628357,0.624718427658081,0.5126087665557861,0.557197630405426,0.6800992488861084,-0.27061647176742554,-1.0310004949569702,0.4952762722969055
0.4415711462497711,0.6249405145645142,0.477336585521698,0.34862372279167175,0.3847811222076416,0.4890311658382416,0.4247271418571472,0.675344705581665,0.47498980164527893,0.7617794275283813,0.6140172481536865,0.5076999664306641,0.5428805351257324,0.6938492059707642,-0.15163245797157288,0.6106282472610474,-0.04504530131816864
0.44185179471969604,0.6153101921081543,0.46785518527030945,0.3754466772079468,0.42925959825515747,0.5017095804214478,0.4623429775238037,0.6848920583724976,0.49826204776763916,0.757841169834137,0.5956370830535889,0.5056743025779724,0.5542320609092712,0.68953937292099,-0.3469162881374359,0.8080799579620361,-0.16604724526405334
0.49166229367256165,0.641157865524292,0.5761268734931946,0.33270907402038574,0.37078964710235596,0.44457218050956726,0.3869423568248749,0.6596869826316833,0.44571807980537415,0.7633100748062134,0.7000025510787964,0.5012525916099548,0.5547506213188171,0.6949999928474426,-0.4659467041492462,-0.0823269635438919,0.3145023584365845
0.5317462682723999,0.620502769947052,0.5031524300575256,0.27548736333847046,0.3199564814567566,0.4554176330566406,0.4107569754123688,0.7023364305496216,0.5115001201629639,0.814068078994751,0.6677742004394531,0.4584265947341919,0.5974860191345215,0.6993899941444397,-0.21649985015392303,-0.2186272144317627,-0.004224707372486591
0.4335572421550751,0.6173747777938843,0.34429681301116943,0.27471452951431274,0.33987653255462646,0.46619659662246704,0.47864365577697754,0.6813953518867493,0.5751606225967407,0.7685064077377319,0.5746869444847107,0.4005398452281952,0.6150122284889221,0.6437932252883911,-0.19648995995521545,0.6662381291389465,-0.7356927990913391
0.4905070960521698,0.6046804785728455,0.5201746821403503,0.2786322832107544,0.35206538438796997,0.4739738404750824,0.3788910508155823,0.6685386300086975,0.48175233602523804,0.811301589012146,0.6721253395080566,0.46999022364616394,0.6124417781829834,0.6601072549819946,-0.16874131560325623,-0.022876335307955742,0.05591021478176117
0.4566185474395752,0.6229609251022339,0.4503195285797119,0.3511902689933777,0.37378621101379395,0.5073635578155518,0.43925929069519043,0.6921327710151672,0.5046834945678711,0.7891567349433899,0.6110976934432983,0.482605516910553,0.574587881565094,0.681115448474884,-0.2178502380847931,0.3635545074939728,-0.1410597562789917
